movement_id,employee_id,movement_date,movement_type,old_department,new_department,old_sub_department,new_sub_department,old_job_level,new_job_level,old_manager_id,new_manager_id,old_location,new_location,country,business_unit,segment
MOV00000482,320,2021-12-15,Transfer,Customer Experience,Visual Merchandising,CX Design,Merchandising,IC1,IC1,620,1830,SITE-BR-001,STORE-BR-038,BR,Retail,retail_ops
MOV00000483,493,2021-12-15,Transfer,Visual Merchandising,Distribution Centers,Merchandising,Outbound,M1,M1,212,1806,STORE-BR-038,DC-BR-001,BR,Supply Chain,supply
MOV00000484,886,2021-12-15,Transfer,Distribution Centers,Data & Analytics,Inbound,Business Intelligence,IC1,IC1,915,986,DC-BR-002,HQ-BR-001,BR,Corporate,corporate
MOV00000485,155,2021-12-15,Lateral Move,Legal,Visual Merchandising,Corporate Legal,Merchandising,IC3,IC3,1065,1018,HQ-BR-001,STORE-BR-033,BR,Retail,retail_ops
MOV00000486,872,2021-12-15,Lateral Move,People,Sales,Compensation & Benefits,Floor Sales,M3,M3,309,700,HQ-BR-001,STORE-BR-038,BR,Retail,retail_ops
MOV00000487,1643,2021-12-15,Lateral Move,Store Operations,Store Operations,Cashier,Security,IC1,IC1,925,809,STORE-BR-020,STORE-BR-031,BR,Retail,retail_ops
MOV00000488,1801,2021-12-15,Lateral Move,Store Operations,Customer Experience,Security,CX Design,IC2,IC2,1512,1421,STORE-MX-008,SITE-MX-001,MX,Customer,customer
MOV00000489,744,2021-12-15,Demotion,Planning,Planning,Demand Planning,Demand Planning,M3,M2,833,833,DC-BR-003,DC-BR-003,BR,Supply Chain,supply
MOV00000490,875,2022-01-15,Transfer,Regional Operations,Planning,Region Southeast,Demand Planning,IC1,IC1,1203,373,STORE-AR-004,DC-AR-001,AR,Supply Chain,supply
MOV00000491,1014,2022-01-15,Transfer,Store Operations,Customer Experience,Cashier,Voice of Customer,IC3,IC3,1152,1046,STORE-BR-005,SITE-BR-003,BR,Customer,customer
MOV00000492,648,2022-01-15,Lateral Move,Distribution Centers,Sales,Outbound,Key Accounts,M2,M2,10,872,DC-BR-006,STORE-BR-035,BR,Retail,retail_ops
MOV00000493,765,2022-01-15,Lateral Move,Customer Operations,Finance,Order Support,Treasury,IC2,IC2,1174,576,SITE-BR-002,HQ-BR-001,BR,Corporate,corporate
MOV00000494,970,2022-01-15,Lateral Move,Legal,Distribution Centers,Compliance,Inventory,IC4,IC4,748,555,HQ-BR-001,DC-BR-006,BR,Supply Chain,supply
MOV00000495,1268,2022-01-15,Lateral Move,Digital Marketing,Sales,Lifecycle,Key Accounts,IC3,IC3,420,162,HQ-BR-001,STORE-BR-029,BR,Retail,retail_ops
MOV00000496,1307,2022-01-15,Lateral Move,Visual Merchandising,Planning,Store Design,Supply Planning,IC2,IC2,273,474,STORE-BR-028,DC-BR-005,BR,Supply Chain,supply
MOV00000497,274,2022-02-15,Transfer,Visual Merchandising,Logistics,Merchandising,Last Mile,IC2,IC2,223,1713,STORE-BR-036,DC-BR-005,BR,Supply Chain,supply
MOV00000498,744,2022-02-15,Transfer,Planning,Logistics,Demand Planning,Reverse Logistics,M2,M2,833,833,DC-BR-003,DC-BR-006,BR,Supply Chain,supply
MOV00000499,810,2022-02-15,Transfer,Regional Operations,Finance,Region Southeast,Treasury,IC1,IC1,251,900,STORE-BR-026,HQ-BR-001,BR,Corporate,corporate
MOV00000500,896,2022-02-15,Lateral Move,Store Operations,Store Operations,Stockroom,Stockroom,IC1,IC1,375,898,STORE-AR-005,STORE-AR-006,AR,Retail,retail_ops
MOV00000501,1105,2022-03-15,Promotion,Regional Operations,Regional Operations,Region North,Region North,IC1,IC2,466,1049,STORE-BR-020,STORE-BR-020,BR,Retail,retail_ops
MOV00000502,1280,2022-03-15,Promotion,Regional Operations,Regional Operations,Region Southeast,Region Southeast,IC1,IC2,1493,12,STORE-BR-026,STORE-BR-026,BR,Retail,retail_ops
MOV00000503,1342,2022-03-15,Promotion,Store Operations,Store Operations,Store Management,Store Management,IC1,IC2,924,1080,STORE-BR-013,STORE-BR-013,BR,Retail,retail_ops
MOV00000504,1369,2022-03-15,Promotion,Regional Operations,Regional Operations,Region North,Region North,IC1,IC2,1142,251,STORE-BR-040,STORE-BR-040,BR,Retail,retail_ops
MOV00000505,12,2022-03-15,Promotion,Regional Operations,Regional Operations,Region South,Region South,IC3,M1,406,264,STORE-BR-034,STORE-BR-034,BR,Retail,retail_ops
MOV00000506,379,2022-03-15,Promotion,Sales,Sales,Key Accounts,Key Accounts,IC3,M1,1191,438,STORE-AR-001,STORE-AR-001,AR,Retail,retail_ops
MOV00000507,1434,2022-03-15,Promotion,Procurement,Procurement,Supplier Management,Supplier Management,IC1,IC2,430,319,DC-BR-006,DC-BR-006,BR,Supply Chain,supply
MOV00000508,1299,2022-03-15,Promotion,Procurement,Procurement,Sourcing,Sourcing,IC4,M1,863,1676,DC-BR-004,DC-BR-004,BR,Supply Chain,supply
MOV00000509,863,2022-03-15,Promotion,Procurement,Procurement,Sourcing,Sourcing,IC5,M3,295,10,DC-BR-004,DC-BR-004,BR,Supply Chain,supply
MOV00000510,411,2022-03-15,Promotion,Customer Experience,Customer Experience,Voice of Customer,Voice of Customer,IC1,IC2,645,1638,SITE-BR-001,SITE-BR-001,BR,Customer,customer
MOV00000511,1332,2022-03-15,Promotion,Customer Service,Customer Service,Escalations,Escalations,IC1,IC2,1580,242,SITE-BR-004,SITE-BR-004,BR,Customer,customer
MOV00000512,835,2022-03-15,Promotion,Legal,Legal,Compliance,Compliance,IC3,IC4,684,1583,HQ-BR-001,HQ-BR-001,BR,Corporate,corporate
MOV00000513,403,2022-03-15,Promotion,Legal,Legal,Corporate Legal,Corporate Legal,IC4,IC5,327,1699,HQ-BR-001,HQ-BR-001,BR,Corporate,corporate
MOV00000514,1424,2022-03-15,Promotion,Legal,Legal,Labor Legal,Labor Legal,IC2,IC3,155,119,HQ-BR-001,HQ-BR-001,BR,Corporate,corporate
MOV00000515,298,2022-03-15,Promotion,People,People,HR Business Partner,HR Business Partner,IC3,IC4,327,928,HQ-BR-001,HQ-BR-001,BR,Corporate,corporate
MOV00000516,1071,2022-03-15,Promotion,Marketing,Marketing,Content,Content,IC1,IC2,1133,1805,HQ-BR-001,HQ-BR-001,BR,Corporate,corporate
MOV00000517,547,2022-03-15,Promotion,Strategy,Strategy,PMO,PMO,IC2,IC3,494,1476,HQ-BR-001,HQ-BR-001,BR,Corporate,corporate
MOV00000518,994,2022-03-15,Promotion,Data,Data,Data Engineering,Data Engineering,IC2,IC3,1254,1651,HQ-BR-001,HQ-BR-001,BR,Digital,digital
MOV00000519,194,2022-03-15,Promotion,UX,UX,Design System,Design System,M1,M2,281,876,HQ-BR-001,HQ-BR-001,BR,Digital,digital
MOV00000520,1378,2022-03-15,Promotion,E-commerce,E-commerce,Storefront,Storefront,IC4,M2,218,1489,HQ-BR-001,HQ-BR-001,BR,Digital,digital
MOV00000521,1254,2022-03-15,Promotion,Data,Data,Data Science,Data Science,IC3,IC4,618,730,HQ-BR-001,HQ-BR-001,BR,Digital,digital
MOV00000522,89,2022-03-15,Transfer,Store Operations,Logistics,Cashier,Transportation,IC3,IC3,1152,1784,STORE-BR-005,DC-BR-001,BR,Supply Chain,supply
MOV00000523,1265,2022-03-15,Transfer,Sales,Logistics,Floor Sales,Reverse Logistics,M1,M1,539,1378,STORE-CL-003,DC-CL-001,CL,Supply Chain,supply
MOV00000524,1275,2022-03-15,Transfer,Customer Operations,Sales,Order Support,Floor Sales,IC2,IC2,899,375,SITE-AR-001,STORE-AR-004,AR,Retail,retail_ops
MOV00000525,1456,2022-03-15,Transfer,Logistics,Customer Operations,Last Mile,Order Support,IC3,IC3,118,448,DC-BR-004,SITE-BR-002,BR,Customer,customer
MOV00000526,1598,2022-03-15,Transfer,Store Operations,Customer Service,Cashier,Contact Center,IC1,IC1,898,1094,STORE-AR-003,SITE-AR-001,AR,Customer,customer
MOV00000527,160,2022-04-15,Transfer,Sales,Visual Merchandising,Key Accounts,Merchandising,IC3,IC3,1018,1018,STORE-BR-016,STORE-BR-035,BR,Retail,retail_ops
MOV00000528,196,2022-04-15,Transfer,Customer Operations,E-commerce,Order Support,Catalog,M3,M3,692,873,SITE-BR-001,HQ-BR-001,BR,Digital,digital
MOV00000529,206,2022-04-15,Transfer,Sales,Finance,Floor Sales,FP&A,IC1,IC1,1151,100,STORE-BR-025,HQ-BR-001,BR,Corporate,corporate
MOV00000530,276,2022-04-15,Transfer,Logistics,Customer Service,Transportation,Contact Center,IC2,IC2,162,1885,DC-BR-001,SITE-BR-002,BR,Customer,customer
MOV00000531,1030,2022-04-15,Transfer,Procurement,Customer Service,Sourcing,Contact Center,IC1,IC1,984,788,DC-MX-002,SITE-MX-001,MX,Customer,customer
MOV00000532,1307,2022-04-15,Transfer,Planning,Planning,Supply Planning,Demand Planning,IC2,IC2,474,474,DC-BR-005,DC-BR-003,BR,Supply Chain,supply
MOV00000533,794,2022-04-15,Lateral Move,Risk,Product,Internal Audit,Product Management,IC3,IC3,261,1274,HQ-BR-001,HQ-BR-001,BR,Digital,digital
MOV00000534,814,2022-04-15,Lateral Move,Distribution Centers,Strategy,Inventory,M&A,IC3,IC3,741,1476,DC-BR-002,HQ-BR-001,BR,Corporate,corporate
MOV00000535,1847,2022-04-15,Lateral Move,Regional Operations,Marketing,Region North,Performance,IC1,IC1,1842,1071,STORE-BR-006,HQ-BR-001,BR,Corporate,corporate
MOV00000536,1074,2022-05-15,Transfer,People,People,Learning & Development,Learning & Development,IC4,IC4,928,1890,HQ-BR-001,HQ-BR-001,BR,Corporate,corporate
MOV00000537,1280,2022-05-15,Transfer,Regional Operations,Logistics,Region Southeast,Last Mile,IC2,IC2,12,1148,STORE-BR-026,DC-BR-001,BR,Supply Chain,supply
MOV00000538,1422,2022-05-15,Transfer,Logistics,Customer Experience,Last Mile,Voice of Customer,IC3,IC3,1062,1918,DC-BR-003,SITE-CO-001,CO,Customer,customer
MOV00000539,1636,2022-05-15,Transfer,Customer Experience,Sales,Voice of Customer,Key Accounts,IC1,IC1,645,1763,SITE-BR-002,STORE-BR-011,BR,Retail,retail_ops
MOV00000540,1686,2022-05-15,Transfer,Sales,Store Operations,Key Accounts,Store Management,IC2,IC2,1512,1512,STORE-MX-011,STORE-MX-005,MX,Retail,retail_ops
MOV00000541,1892,2022-05-15,Demotion,UX,UX,Research,Research,IC3,IC2,177,988,HQ-BR-001,HQ-BR-001,BR,Digital,digital
MOV00000542,1379,2022-06-15,Transfer,Data & Analytics,Sales,Data Governance,Floor Sales,IC4,IC4,416,721,HQ-BR-001,STORE-BR-007,BR,Retail,retail_ops
MOV00000543,9,2022-06-15,Lateral Move,Planning,Regional Operations,Demand Planning,Region North,M1,M1,246,1620,DC-BR-003,STORE-BR-010,BR,Retail,retail_ops
MOV00000544,312,2022-06-15,Lateral Move,Customer Operations,Store Operations,Order Support,Cashier,IC1,IC1,1257,1956,SITE-BR-004,STORE-BR-010,BR,Retail,retail_ops
MOV00000545,1148,2022-06-15,Lateral Move,Logistics,Visual Merchandising,Last Mile,Merchandising,IC3,IC3,1062,1018,DC-BR-003,STORE-BR-028,BR,Retail,retail_ops
MOV00000546,1621,2022-06-15,Lateral Move,Regional Operations,People,Region Southeast,Compensation & Benefits,IC1,IC1,174,57,STORE-BR-013,HQ-BR-001,BR,Corporate,corporate
MOV00000547,1771,2022-06-15,Lateral Move,Customer Service,Customer Operations,Contact Center,Returns,IC1,IC1,521,1257,SITE-BR-002,SITE-BR-004,BR,Customer,customer
MOV00000548,373,2022-07-15,Transfer,Planning,Customer Service,Supply Planning,Escalations,IC2,IC2,541,1352,DC-AR-001,SITE-AR-001,AR,Customer,customer
MOV00000549,1624,2022-07-15,Transfer,Visual Merchandising,Logistics,Store Design,Reverse Logistics,IC1,IC1,932,1265,STORE-CL-006,DC-CL-001,CL,Supply Chain,supply
MOV00000550,1665,2022-07-15,Transfer,Procurement,Store Operations,Contracts,Stockroom,IC2,IC2,1547,280,HQ-BR-001,STORE-BR-030,BR,Retail,retail_ops
MOV00000551,1825,2022-07-15,Transfer,Strategy,Data & Analytics,PMO,Data Governance,IC1,IC1,1188,1260,HQ-BR-001,HQ-BR-001,BR,Corporate,corporate
MOV00000552,1834,2022-07-15,Transfer,Store Operations,Planning,Cashier,Demand Planning,IC2,IC2,1572,1265,STORE-CL-006,DC-CL-001,CL,Supply Chain,supply
MOV00000553,783,2022-07-15,Lateral Move,Legal,Visual Merchandising,Labor Legal,Store Design,IC3,IC3,970,1018,HQ-BR-001,STORE-BR-040,BR,Retail,retail_ops
MOV00000554,908,2022-07-15,Lateral Move,Planning,Regional Operations,Demand Planning,Region North,IC1,IC1,148,1989,DC-BR-004,STORE-BR-023,BR,Retail,retail_ops
MOV00000555,29,2022-08-15,Transfer,Procurement,Logistics,Indirect Procurement,Reverse Logistics,IC5,IC5,8,1237,HQ-BR-001,DC-BR-005,BR,Supply Chain,supply
MOV00000556,206,2022-08-15,Transfer,Finance,Product,FP&A,Product Ops,IC1,IC1,100,1317,HQ-BR-001,HQ-BR-001,BR,Digital,digital
MOV00000557,1045,2022-08-15,Transfer,Store Operations,Sales,Security,Floor Sales,IC2,IC2,959,1859,STORE-CO-002,STORE-CO-006,CO,Retail,retail_ops
MOV00000558,1383,2022-08-15,Transfer,Legal,E-commerce,Compliance,Checkout,IC3,IC3,763,1391,HQ-BR-001,HQ-BR-001,BR,Digital,digital
MOV00000559,1552,2022-08-15,Transfer,Customer Operations,Engineering,Returns,Mobile,IC1,IC1,1257,1937,SITE-BR-001,HQ-BR-001,BR,Digital,digital
MOV00000560,2119,2022-08-15,Transfer,Customer Operations,Logistics,Returns,Last Mile,IC1,IC1,2074,729,SITE-BR-002,DC-BR-004,BR,Supply Chain,supply
MOV00000561,2198,2022-08-15,Transfer,Store Operations,Data & Analytics,Store Management,Data Governance,IC1,IC1,1342,1894,STORE-BR-027,HQ-BR-001,BR,Corporate,corporate
MOV00000562,2233,2022-08-15,Transfer,Regional Operations,Distribution Centers,Region North,Inventory,IC1,IC1,2206,1990,STORE-AR-007,DC-AR-001,AR,Supply Chain,supply
MOV00000563,1725,2022-08-15,Lateral Move,Product,Visual Merchandising,Product Management,Merchandising,M1,M1,482,307,HQ-BR-001,STORE-BR-008,BR,Retail,retail_ops
MOV00000564,2047,2022-08-15,Lateral Move,Store Operations,Customer Experience,Store Management,Voice of Customer,IC1,IC1,898,2082,STORE-AR-001,SITE-AR-001,AR,Customer,customer
MOV00000565,2222,2022-09-15,Promotion,Visual Merchandising,Visual Merchandising,Store Design,Store Design,IC1,IC2,2208,365,STORE-AR-002,STORE-AR-002,AR,Retail,retail_ops
MOV00000566,26,2022-09-15,Promotion,Sales,Sales,Floor Sales,Floor Sales,IC2,IC3,1866,1379,STORE-BR-013,STORE-BR-013,BR,Retail,retail_ops
MOV00000567,1372,2022-09-15,Promotion,Regional Operations,Regional Operations,Region South,Region South,IC1,IC2,1085,1085,STORE-CL-002,STORE-CL-002,CL,Retail,retail_ops
MOV00000568,1268,2022-09-15,Promotion,Sales,Sales,Key Accounts,Key Accounts,IC3,IC4,859,2131,STORE-BR-029,STORE-BR-029,BR,Retail,retail_ops
MOV00000569,1118,2022-09-15,Promotion,Regional Operations,Regional Operations,Region North,Region North,IC2,IC3,518,1390,STORE-BR-040,STORE-BR-040,BR,Retail,retail_ops
MOV00000570,1417,2022-09-15,Promotion,Regional Operations,Regional Operations,Region South,Region South,IC1,IC2,751,1982,STORE-MX-004,STORE-MX-004,MX,Retail,retail_ops
MOV00000571,898,2022-09-15,Promotion,Store Operations,Store Operations,Security,Security,IC2,IC3,977,1191,STORE-AR-001,STORE-AR-001,AR,Retail,retail_ops
MOV00000572,2076,2022-09-15,Promotion,Sales,Sales,Key Accounts,Key Accounts,IC1,IC2,1895,2270,STORE-AR-001,STORE-AR-001,AR,Retail,retail_ops
MOV00000573,2214,2022-09-15,Promotion,Store Operations,Store Operations,Store Management,Store Management,IC1,IC2,2190,2105,STORE-AR-004,STORE-AR-004,AR,Retail,retail_ops
MOV00000574,1553,2022-09-15,Promotion,Regional Operations,Regional Operations,Region North,Region North,IC1,IC2,101,1118,STORE-BR-035,STORE-BR-035,BR,Retail,retail_ops
MOV00000575,1103,2022-09-15,Promotion,Visual Merchandising,Visual Merchandising,Store Design,Store Design,IC1,IC2,270,2176,STORE-BR-010,STORE-BR-010,BR,Retail,retail_ops
MOV00000576,1508,2022-09-15,Promotion,Sales,Sales,Key Accounts,Key Accounts,IC1,IC2,751,2370,STORE-MX-007,STORE-MX-007,MX,Retail,retail_ops
MOV00000577,223,2022-09-15,Promotion,Visual Merchandising,Visual Merchandising,Store Design,Store Design,IC3,M1,1018,1924,STORE-BR-026,STORE-BR-026,BR,Retail,retail_ops
MOV00000578,2138,2022-09-15,Promotion,Store Operations,Store Operations,Stockroom,Stockroom,IC1,IC2,898,2105,STORE-AR-001,STORE-AR-001,AR,Retail,retail_ops
MOV00000579,229,2022-09-15,Promotion,Regional Operations,Regional Operations,Region Southeast,Region Southeast,IC2,IC3,773,27,STORE-BR-038,STORE-BR-038,BR,Retail,retail_ops
MOV00000580,273,2022-09-15,Promotion,Regional Operations,Regional Operations,Region North,Region North,IC3,M1,1390,264,STORE-BR-017,STORE-BR-017,BR,Retail,retail_ops
MOV00000581,1437,2022-09-15,Promotion,Sales,Sales,Floor Sales,Floor Sales,IC2,IC3,1629,1379,STORE-BR-001,STORE-BR-001,BR,Retail,retail_ops
MOV00000582,191,2022-09-15,Promotion,Sales,Sales,Floor Sales,Floor Sales,IC1,IC2,326,1866,STORE-BR-042,STORE-BR-042,BR,Retail,retail_ops
MOV00000583,294,2022-09-15,Promotion,Visual Merchandising,Visual Merchandising,Merchandising,Merchandising,IC3,M1,1018,1426,STORE-BR-036,STORE-BR-036,BR,Retail,retail_ops
MOV00000584,783,2022-09-15,Promotion,Visual Merchandising,Visual Merchandising,Store Design,Store Design,IC3,M1,1018,1642,STORE-BR-040,STORE-BR-040,BR,Retail,retail_ops
MOV00000585,1616,2022-09-15,Promotion,Logistics,Logistics,Last Mile,Last Mile,IC1,IC2,277,2354,DC-BR-003,DC-BR-003,BR,Supply Chain,supply
MOV00000586,2006,2022-09-15,Promotion,Procurement,Procurement,Supplier Management,Supplier Management,IC3,M1,899,899,DC-AR-001,DC-AR-001,AR,Supply Chain,supply
MOV00000587,915,2022-09-15,Promotion,Distribution Centers,Distribution Centers,Inventory,Inventory,IC2,IC3,814,970,DC-BR-001,DC-BR-001,BR,Supply Chain,supply
MOV00000588,448,2022-09-15,Promotion,Customer Operations,Customer Operations,Returns,Returns,IC4,M2,1165,1978,SITE-BR-003,SITE-BR-003,BR,Customer,customer
MOV00000589,386,2022-09-15,Promotion,Customer Service,Customer Service,Contact Center,Contact Center,IC1,IC2,521,242,SITE-BR-001,SITE-BR-001,BR,Customer,customer
MOV00000590,1347,2022-09-15,Promotion,Customer Service,Customer Service,Escalations,Escalations,IC1,IC2,530,2200,SITE-AR-001,SITE-AR-001,AR,Customer,customer
MOV00000591,1352,2022-09-15,Promotion,Customer Service,Customer Service,Contact Center,Contact Center,IC4,M1,1407,2191,SITE-AR-001,SITE-AR-001,AR,Customer,customer
MOV00000592,486,2022-09-15,Promotion,Customer Service,Customer Service,Contact Center,Contact Center,IC1,IC2,461,243,SITE-BR-003,SITE-BR-003,BR,Customer,customer
MOV00000593,840,2022-09-15,Promotion,Customer Experience,Customer Experience,CX Design,CX Design,IC1,IC2,620,1741,SITE-BR-003,SITE-BR-003,BR,Customer,customer
MOV00000594,537,2022-09-15,Promotion,Marketing,Marketing,Performance,Performance,IC5,M2,440,2134,HQ-BR-001,HQ-BR-001,BR,Corporate,corporate
MOV00000595,1524,2022-09-15,Promotion,Data & Analytics,Data & Analytics,Business Intelligence,Business Intelligence,M1,M2,1320,687,HQ-BR-001,HQ-BR-001,BR,Corporate,corporate
MOV00000596,248,2022-09-15,Promotion,Risk,Risk,Fraud,Fraud,IC2,IC3,261,1968,HQ-BR-001,HQ-BR-001,BR,Corporate,corporate
MOV00000597,1326,2022-09-15,Promotion,Marketing,Marketing,Performance,Performance,IC5,M2,1291,2134,HQ-BR-001,HQ-BR-001,BR,Corporate,corporate
MOV00000598,1460,2022-09-15,Promotion,Legal,Legal,Corporate Legal,Corporate Legal,IC3,IC4,403,403,HQ-BR-001,HQ-BR-001,BR,Corporate,corporate
MOV00000599,59,2022-09-15,Promotion,Strategy,Strategy,Corporate Strategy,Corporate Strategy,IC1,IC2,1635,2327,HQ-BR-001,HQ-BR-001,BR,Corporate,corporate
MOV00000600,218,2022-09-15,Promotion,E-commerce,E-commerce,Catalog,Catalog,IC5,M2,873,1489,HQ-BR-001,HQ-BR-001,BR,Digital,digital
MOV00000601,1093,2022-09-15,Promotion,Engineering,Engineering,SRE,SRE,IC4,M1,416,210,HQ-BR-001,HQ-BR-001,BR,Digital,digital
MOV00000602,433,2022-09-15,Promotion,Data,Data,Data Engineering,Data Engineering,M1,M2,1353,482,HQ-BR-001,HQ-BR-001,BR,Digital,digital
MOV00000603,72,2022-09-15,Transfer,Risk,Store Operations,Internal Audit,Stockroom,IC1,IC1,73,1956,HQ-BR-001,STORE-BR-010,BR,Retail,retail_ops
MOV00000604,153,2022-09-15,Transfer,Data,Planning,Analytics Engineering,Supply Planning,M1,M1,482,1786,HQ-BR-001,DC-BR-004,BR,Supply Chain,supply
MOV00000605,281,2022-09-15,Transfer,Store Operations,Marketing,Security,Performance,M2,M2,700,2134,STORE-BR-044,HQ-BR-001,BR,Corporate,corporate
MOV00000606,335,2022-09-15,Transfer,Procurement,Distribution Centers,Supplier Management,Inventory,M2,M2,10,2175,DC-BR-001,DC-BR-003,BR,Supply Chain,supply
MOV00000607,495,2022-09-15,Transfer,Regional Operations,Sales,Region Southeast,Floor Sales,IC1,IC1,1214,191,STORE-BR-008,STORE-BR-005,BR,Retail,retail_ops
MOV00000608,1558,2022-09-15,Transfer,Customer Operations,Customer Service,Returns,Escalations,IC2,IC2,959,1422,SITE-CO-001,SITE-CO-001,CO,Customer,customer
MOV00000609,1682,2022-09-15,Transfer,Regional Operations,Data & Analytics,Region North,Data Governance,M3,M3,700,687,STORE-BR-035,HQ-BR-001,BR,Corporate,corporate
MOV00000610,1924,2022-09-15,Transfer,Visual Merchandising,Store Operations,Store Design,Store Management,M2,M2,1717,2161,STORE-BR-038,STORE-BR-012,BR,Retail,retail_ops
MOV00000611,2156,2022-09-15,Transfer,Marketplace Technology,Sales,Seller Platform,Key Accounts,IC2,IC2,2155,2121,HQ-AR-001,STORE-AR-008,AR,Retail,retail_ops
MOV00000612,1911,2022-09-15,Lateral Move,Visual Merchandising,Visual Merchandising,Merchandising,Merchandising,M1,M1,1426,1426,STORE-BR-004,STORE-BR-036,BR,Retail,retail_ops
MOV00000613,2020,2022-09-15,Lateral Move,Customer Operations,Planning,Returns,Supply Planning,IC2,IC2,1491,1555,SITE-AR-001,DC-AR-001,AR,Supply Chain,supply
MOV00000614,2027,2022-10-15,Transfer,Regional Operations,Sales,Region Southeast,Key Accounts,IC1,IC1,2011,2076,STORE-AR-008,STORE-AR-003,AR,Retail,retail_ops
MOV00000615,2291,2022-10-15,Lateral Move,Sales,Sales,Floor Sales,Key Accounts,IC2,IC2,2121,2270,STORE-AR-009,STORE-AR-007,AR,Retail,retail_ops
MOV00000616,84,2022-11-15,Transfer,Procurement,Strategy,Indirect Procurement,PMO,IC1,IC1,1271,1188,HQ-BR-001,HQ-BR-001,BR,Corporate,corporate
MOV00000617,852,2022-11-15,Transfer,Store Operations,Distribution Centers,Security,Inventory,IC3,IC3,1152,2540,STORE-BR-029,DC-BR-003,BR,Supply Chain,supply
MOV00000618,1083,2022-11-15,Transfer,Visual Merchandising,Planning,Store Design,Demand Planning,IC1,IC1,1307,2351,STORE-BR-005,DC-BR-006,BR,Supply Chain,supply
MOV00000619,1740,2022-11-15,Transfer,Logistics,Store Operations,Reverse Logistics,Cashier,IC1,IC1,368,2138,DC-AR-001,STORE-AR-001,AR,Retail,retail_ops
MOV00000620,1755,2022-11-15,Transfer,Customer Service,Sales,Escalations,Key Accounts,IC1,IC1,116,2480,SITE-BR-001,STORE-BR-029,BR,Retail,retail_ops
MOV00000621,1975,2022-11-15,Transfer,Sales,Customer Operations,Key Accounts,Order Support,IC1,IC1,820,2372,STORE-AR-006,SITE-AR-001,AR,Customer,customer
MOV00000622,2341,2022-11-15,Transfer,Sales,Store Operations,Key Accounts,Store Management,IC2,IC2,1629,2232,STORE-BR-043,STORE-BR-028,BR,Retail,retail_ops
MOV00000623,2146,2022-11-15,Lateral Move,Seller Management,Sales,Seller Success,Key Accounts,IC4,IC4,2108,2131,HQ-BR-001,STORE-BR-007,BR,Retail,retail_ops
MOV00000624,861,2022-12-15,Transfer,Store Operations,UX,Security,Design System,M1,M1,503,194,STORE-BR-004,HQ-BR-001,BR,Digital,digital
MOV00000625,914,2022-12-15,Transfer,Customer Experience,Engineering,Voice of Customer,Platform,IC1,IC1,652,1653,SITE-BR-004,HQ-BR-001,BR,Digital,digital
MOV00000626,1444,2022-12-15,Transfer,People,Procurement,Learning & Development,Sourcing,IC3,IC3,1538,1215,HQ-BR-001,DC-BR-001,BR,Supply Chain,supply
MOV00000627,1484,2022-12-15,Transfer,Store Operations,Visual Merchandising,Stockroom,Merchandising,IC1,IC1,850,1981,STORE-BR-033,STORE-BR-039,BR,Retail,retail_ops
MOV00000628,1855,2022-12-15,Transfer,Regional Operations,Customer Operations,Region South,Returns,M3,M3,876,2541,STORE-AR-003,SITE-AR-001,AR,Customer,customer
MOV00000629,2060,2022-12-15,Transfer,Planning,Product,Supply Planning,Product Management,IC1,IC1,1925,2220,DC-BR-001,HQ-BR-001,BR,Digital,digital
MOV00000630,1557,2022-12-15,Demotion,Data,Data,Data Engineering,Data Engineering,IC4,IC3,153,1651,HQ-BR-001,HQ-BR-001,BR,Digital,digital
MOV00000631,1093,2023-01-15,Transfer,Engineering,Sales,SRE,Key Accounts,M1,M1,210,2282,HQ-BR-001,STORE-BR-034,BR,Retail,retail_ops
MOV00000632,150,2023-01-15,Lateral Move,Sales,Regional Operations,Key Accounts,Region North,IC1,IC1,85,2588,STORE-BR-021,STORE-BR-008,BR,Retail,retail_ops
MOV00000633,1260,2023-01-15,Lateral Move,Data & Analytics,Customer Service,Data Governance,Chat,IC2,IC2,1039,2488,HQ-BR-001,SITE-BR-004,BR,Customer,customer
MOV00000634,2023,2023-01-15,Lateral Move,Procurement,Regional Operations,Sourcing,Region South,IC1,IC1,430,2519,DC-BR-003,STORE-BR-042,BR,Retail,retail_ops
MOV00000635,2202,2023-01-15,Lateral Move,Strategy,Store Operations,M&A,Security,M1,M1,539,1321,HQ-BR-001,STORE-BR-012,BR,Retail,retail_ops
MOV00000636,2232,2023-01-15,Lateral Move,Store Operations,Store Operations,Store Management,Cashier,IC3,IC3,1152,1152,STORE-BR-007,STORE-BR-028,BR,Retail,retail_ops
MOV00000637,834,2023-02-15,Transfer,Visual Merchandising,Visual Merchandising,Merchandising,Merchandising,IC1,IC1,1307,270,STORE-BR-031,STORE-BR-003,BR,Retail,retail_ops
MOV00000638,1065,2023-02-15,Transfer,Legal,Marketplace Technology,Corporate Legal,Integrations,IC4,IC4,327,2576,HQ-BR-001,HQ-BR-001,BR,Marketplace,digital
MOV00000639,1247,2023-02-15,Transfer,Sales,Store Operations,Key Accounts,Cashier,IC1,IC1,2501,2271,STORE-BR-041,STORE-BR-018,BR,Retail,retail_ops
MOV00000640,1928,2023-02-15,Transfer,Logistics,Finance,Last Mile,Accounting,IC1,IC1,1073,652,DC-BR-004,HQ-BR-001,BR,Corporate,corporate
