requisition_id,position_id,country,business_unit,department,sub_department,job_family,job_level,location,opening_date,approval_date,posting_date,requisition_status,recruiter_id,hire_date
REQ0000481,POS0000482,BR,Retail,Sales,Key Accounts,Sales,IC1,STORE-BR-020,2018-04-10,2018-04-11,2018-04-15,Filled,REC0005,2018-06-04
REQ0000482,POS0000483,BR,Digital,Product,Product Management,Product Management,IC3,HQ-BR-001,2018-02-25,2018-03-07,2018-03-14,Filled,REC0002,2018-06-08
REQ0000483,POS0000484,MX,Retail,Visual Merchandising,Merchandising,Store Operations,IC1,STORE-MX-001,2018-04-25,2018-05-03,2018-05-03,Filled,REC0003,2018-06-04
REQ0000484,POS0000485,BR,Supply Chain,Procurement,Supplier Management,Procurement,IC2,DC-BR-003,2018-03-16,2018-03-25,2018-03-28,Filled,REC0003,2018-06-04
REQ0000485,POS0000486,BR,Retail,Store Operations,Store Management,Store Operations,IC1,STORE-BR-009,2018-04-13,2018-04-19,2018-04-22,Filled,REC0004,2018-06-11
REQ0000486,POS0000487,MX,Retail,Regional Operations,Region North,General Management,IC2,STORE-MX-007,2018-03-22,2018-04-09,2018-04-17,Filled,REC0005,2018-06-09
REQ0000487,POS0000488,AR,Retail,Visual Merchandising,Merchandising,Design,IC1,STORE-AR-008,2018-03-23,2018-03-28,2018-04-05,Filled,REC0002,2018-06-11
REQ0000488,POS0000489,BR,Supply Chain,Planning,Demand Planning,Data,IC2,DC-BR-001,2018-02-21,2018-02-23,2018-03-05,Filled,REC0001,2018-06-08
REQ0000489,POS0000490,BR,Retail,Regional Operations,Region Southeast,Store Operations,IC1,STORE-BR-040,2018-04-08,2018-04-18,2018-04-20,Filled,REC0004,2018-06-10
REQ0000490,POS0000491,AR,Retail,Sales,Key Accounts,Sales,IC1,STORE-AR-007,2018-04-17,2018-04-25,2018-04-28,Cancelled,REC0004,
REQ0000491,POS0000492,BR,Retail,Sales,Floor Sales,Sales,IC1,STORE-BR-006,2018-04-10,2018-04-18,2018-04-19,Cancelled,REC0003,
REQ0000492,POS0000493,BR,Retail,Regional Operations,Region Southeast,Store Operations,IC1,STORE-BR-026,2018-06-03,2018-06-09,2018-06-15,Filled,REC0002,2018-07-12
REQ0000493,POS0000494,BR,Customer,Customer Operations,Order Support,Customer Support,IC1,SITE-BR-002,2018-05-03,2018-05-13,2018-05-15,Filled,REC0005,2018-07-09
REQ0000494,POS0000495,BR,Retail,Visual Merchandising,Store Design,Design,IC2,STORE-BR-041,2018-03-26,2018-03-30,2018-04-12,Filled,REC0001,2018-07-09
REQ0000495,POS0000496,AR,Retail,Store Operations,Store Management,Store Operations,IC1,STORE-AR-006,2018-05-29,2018-05-30,2018-06-01,Filled,REC0001,2018-07-02
REQ0000496,POS0000497,BR,Supply Chain,Distribution Centers,Inventory,Warehouse,IC3,DC-BR-002,2018-04-05,2018-04-16,2018-04-30,Filled,REC0005,2018-07-10
REQ0000497,POS0000498,BR,Supply Chain,Planning,Demand Planning,Logistics,IC5,DC-BR-005,2018-01-22,2018-02-05,2018-02-08,Filled,REC0001,2018-07-05
REQ0000498,POS0000499,BR,Digital,UX,Design System,Design,IC2,HQ-BR-001,2018-02-28,2018-03-11,2018-03-21,Filled,REC0005,2018-07-09
REQ0000499,POS0000500,CO,Supply Chain,Logistics,Last Mile,Logistics,IC1,DC-CO-001,2018-06-09,2018-06-10,2018-06-17,Filled,REC0001,2018-07-06
REQ0000500,POS0000501,BR,Corporate,Data & Analytics,Business Intelligence,Data,IC1,HQ-BR-001,2018-05-23,2018-05-31,2018-06-06,Filled,REC0003,2018-07-06
REQ0000501,POS0000502,BR,Retail,Sales,Floor Sales,Sales,IC1,STORE-BR-016,2018-05-10,2018-05-18,2018-05-20,Filled,REC0005,2018-07-05
REQ0000502,POS0000503,AR,Retail,Sales,Floor Sales,Sales,IC2,STORE-AR-009,2018-02-25,2018-03-06,2018-03-14,Filled,REC0001,2018-07-11
REQ0000503,POS0000504,AR,Customer,Customer Service,Contact Center,Customer Support,IC1,SITE-AR-001,2018-05-11,2018-05-22,2018-05-26,Filled,REC0003,2018-07-11
REQ0000504,POS0000505,BR,Retail,Visual Merchandising,Merchandising,Design,IC1,STORE-BR-015,2018-05-01,2018-05-11,2018-05-13,Filled,REC0002,2018-07-06
REQ0000505,POS0000506,BR,Retail,Visual Merchandising,Store Design,Store Operations,M1,STORE-BR-025,2018-03-30,2018-04-23,2018-04-27,Filled,REC0001,2018-07-06
REQ0000506,POS0000507,BR,Retail,Visual Merchandising,Merchandising,Store Operations,IC2,STORE-BR-024,2018-02-22,2018-02-23,2018-03-05,Filled,REC0001,2018-07-02
REQ0000507,POS0000508,BR,Retail,Sales,Floor Sales,Sales,IC1,STORE-BR-009,2018-05-13,2018-05-17,2018-05-18,Filled,REC0004,2018-07-05
REQ0000508,POS0000509,BR,Customer,Customer Operations,Returns,Logistics,IC1,SITE-BR-003,2018-05-06,2018-05-15,2018-05-21,Filled,REC0004,2018-07-07
REQ0000509,POS0000510,MX,Retail,Visual Merchandising,Merchandising,Store Operations,IC1,STORE-MX-003,2018-05-03,2018-05-10,2018-05-15,Filled,REC0001,2018-07-04
REQ0000510,POS0000511,AR,Customer,Customer Experience,Voice of Customer,Customer Support,IC1,SITE-AR-001,2018-05-17,2018-05-21,2018-05-23,Filled,REC0004,2018-07-01
REQ0000511,POS0000512,BR,Customer,Customer Service,Escalations,Customer Support,M1,SITE-BR-003,2017-12-04,2018-01-01,2018-01-13,Filled,REC0003,2018-07-14
REQ0000512,POS0000513,BR,Retail,Visual Merchandising,Store Design,Design,IC2,STORE-BR-001,2018-03-07,2018-03-28,2018-04-04,Filled,REC0001,2018-07-05
REQ0000513,POS0000514,BR,Customer,Customer Operations,Returns,Logistics,IC1,SITE-BR-004,2018-05-30,2018-06-05,2018-06-11,Filled,REC0004,2018-07-12
REQ0000514,POS0000515,AR,Customer,Customer Service,Contact Center,Customer Support,IC1,SITE-AR-001,2018-05-02,2018-05-10,2018-05-16,Cancelled,REC0003,
REQ0000515,POS0000516,BR,Retail,Store Operations,Store Management,Store Operations,IC2,STORE-BR-041,2018-04-02,2018-04-20,2018-04-22,Cancelled,REC0005,
REQ0000516,POS0000517,BR,Retail,Store Operations,Security,Store Operations,IC2,STORE-BR-043,2018-04-25,2018-05-08,2018-05-13,Cancelled,REC0002,
REQ0000517,POS0000518,MX,Retail,Sales,Floor Sales,Sales,IC1,STORE-MX-001,2018-06-06,2018-06-09,2018-06-15,Filled,REC0002,2018-08-10
REQ0000518,POS0000519,BR,Corporate,Data & Analytics,Business Intelligence,Data,M4,HQ-BR-001,2018-02-14,2018-03-23,2018-04-18,Filled,REC0001,2018-08-06
REQ0000519,POS0000520,BR,Retail,Visual Merchandising,Merchandising,Design,IC1,STORE-BR-031,2018-06-16,2018-06-20,2018-06-24,Filled,REC0002,2018-08-09
REQ0000520,POS0000521,BR,Corporate,Legal,Compliance,Legal,IC3,HQ-BR-001,2018-04-18,2018-04-26,2018-05-04,Filled,REC0001,2018-08-12
REQ0000521,POS0000522,BR,Retail,Store Operations,Stockroom,Store Operations,IC1,STORE-BR-022,2018-06-29,2018-07-07,2018-07-08,Filled,REC0005,2018-08-14
REQ0000522,POS0000523,BR,Supply Chain,Logistics,Last Mile,Logistics,IC4,DC-BR-003,2018-03-25,2018-03-29,2018-04-03,Filled,REC0001,2018-08-01
REQ0000523,POS0000524,AR,Retail,Store Operations,Stockroom,Store Operations,IC1,STORE-AR-010,2018-06-07,2018-06-17,2018-06-23,Filled,REC0005,2018-08-12
REQ0000524,POS0000525,CL,Customer,Customer Operations,Order Support,Logistics,IC1,SITE-CL-001,2018-05-21,2018-05-30,2018-06-02,Filled,REC0004,2018-08-14
REQ0000525,POS0000526,BR,Customer,Customer Experience,CX Design,Design,IC1,SITE-BR-003,2018-06-27,2018-06-30,2018-07-04,Filled,REC0003,2018-08-13
REQ0000526,POS0000527,AR,Retail,Visual Merchandising,Merchandising,Design,IC2,STORE-AR-006,2018-05-21,2018-06-08,2018-06-15,Filled,REC0004,2018-08-03
REQ0000527,POS0000528,BR,Customer,Customer Operations,Returns,Customer Support,IC3,SITE-BR-001,2018-04-08,2018-04-16,2018-04-26,Filled,REC0003,2018-08-07
REQ0000528,POS0000529,BR,Supply Chain,Planning,Supply Planning,Data,IC2,DC-BR-006,2018-04-08,2018-04-13,2018-04-14,Filled,REC0002,2018-08-10
REQ0000529,POS0000530,BR,Retail,Visual Merchandising,Store Design,Design,IC1,STORE-BR-030,2018-06-26,2018-06-27,2018-06-28,Filled,REC0004,2018-08-09
REQ0000530,POS0000531,BR,Retail,Visual Merchandising,Merchandising,Design,IC2,STORE-BR-029,2018-05-12,2018-06-02,2018-06-02,Filled,REC0005,2018-08-12
REQ0000531,POS0000532,AR,Supply Chain,Distribution Centers,Outbound,Warehouse,IC2,DC-AR-001,2018-04-23,2018-04-26,2018-04-26,Filled,REC0002,2018-08-12
REQ0000532,POS0000533,AR,Retail,Visual Merchandising,Store Design,Design,IC1,STORE-AR-009,2018-06-06,2018-06-17,2018-06-18,Filled,REC0005,2018-08-06
REQ0000533,POS0000534,BR,Retail,Visual Merchandising,Store Design,Design,IC1,STORE-BR-027,2018-06-19,2018-06-23,2018-06-24,Filled,REC0005,2018-08-08
REQ0000534,POS0000535,BR,Corporate,Legal,Compliance,Legal,IC1,HQ-BR-001,2018-05-21,2018-06-01,2018-06-07,Filled,REC0003,2018-08-13
REQ0000535,POS0000536,BR,Retail,Sales,Floor Sales,Sales,IC1,STORE-BR-037,2018-06-12,2018-06-22,2018-06-25,Filled,REC0002,2018-08-10
REQ0000536,POS0000537,BR,Digital,E-commerce,Catalog,Software Engineering,IC5,HQ-BR-001,2018-02-17,2018-02-24,2018-03-12,Filled,REC0005,2018-08-10
REQ0000537,POS0000538,BR,Retail,Store Operations,Security,Store Operations,IC2,STORE-BR-029,2018-04-25,2018-04-27,2018-05-04,Filled,REC0004,2018-08-08
REQ0000538,POS0000539,BR,Customer,Customer Operations,Returns,Logistics,IC1,SITE-BR-002,2018-06-05,2018-06-11,2018-06-12,Filled,REC0005,2018-08-03
REQ0000539,POS0000540,BR,Retail,Visual Merchandising,Merchandising,Store Operations,IC1,STORE-BR-030,2018-06-11,2018-06-13,2018-06-19,Cancelled,REC0001,
REQ0000540,POS0000541,BR,Retail,Visual Merchandising,Merchandising,Store Operations,M1,STORE-BR-022,2018-03-22,2018-04-15,2018-04-21,Cancelled,REC0001,
REQ0000541,POS0000542,BR,Corporate,Risk,Fraud,Risk & Compliance,IC2,HQ-BR-001,2018-04-25,2018-05-05,2018-05-12,Cancelled,REC0005,
REQ0000542,POS0000543,BR,Retail,Sales,Key Accounts,Sales,IC2,STORE-BR-003,2018-05-15,2018-05-18,2018-05-25,Filled,REC0001,2018-09-04
REQ0000543,POS0000544,BR,Supply Chain,Distribution Centers,Inbound,Warehouse,IC1,DC-BR-003,2018-06-25,2018-07-03,2018-07-05,Filled,REC0003,2018-09-05
REQ0000544,POS0000545,BR,Digital,Product,Product Ops,Product Management,M1,HQ-BR-001,2018-04-17,2018-05-15,2018-05-24,Filled,REC0003,2018-09-01
REQ0000545,POS0000546,BR,Customer,Customer Operations,Order Support,Customer Support,IC2,SITE-BR-003,2018-05-30,2018-06-14,2018-06-25,Filled,REC0005,2018-09-09
REQ0000546,POS0000547,BR,Customer,Customer Operations,Returns,Customer Support,IC1,SITE-BR-003,2018-07-11,2018-07-13,2018-07-20,Filled,REC0001,2018-09-05
REQ0000547,POS0000548,BR,Retail,Sales,Key Accounts,Sales,M1,STORE-BR-019,2018-02-21,2018-03-19,2018-03-31,Filled,REC0003,2018-09-02
REQ0000548,POS0000549,BR,Retail,Visual Merchandising,Store Design,Design,IC1,STORE-BR-020,2018-07-04,2018-07-16,2018-07-18,Filled,REC0004,2018-09-11
REQ0000549,POS0000550,BR,Corporate,Strategy,M&A,Strategy,M1,HQ-BR-001,2018-03-23,2018-04-07,2018-04-17,Filled,REC0004,2018-09-02
REQ0000550,POS0000551,BR,Retail,Regional Operations,Region North,Store Operations,IC1,STORE-BR-043,2018-07-23,2018-07-31,2018-07-31,Filled,REC0001,2018-09-08
REQ0000551,POS0000552,BR,Supply Chain,Procurement,Sourcing,Procurement,IC5,DC-BR-004,2018-06-15,2018-06-20,2018-06-23,Filled,REC0001,2018-09-11
REQ0000552,POS0000553,BR,Retail,Visual Merchandising,Merchandising,Design,IC1,STORE-BR-020,2018-07-23,2018-07-27,2018-07-31,Filled,REC0005,2018-09-09
REQ0000553,POS0000554,BR,Retail,Regional Operations,Region North,General Management,IC1,STORE-BR-020,2018-07-03,2018-07-07,2018-07-10,Filled,REC0005,2018-09-04
REQ0000554,POS0000555,AR,Customer,Customer Experience,CX Design,Design,IC2,SITE-AR-001,2018-05-20,2018-05-22,2018-05-22,Filled,REC0004,2018-09-13
REQ0000555,POS0000556,BR,Digital,Data,Data Science,Data,IC3,HQ-BR-001,2018-04-08,2018-04-17,2018-04-27,Filled,REC0002,2018-09-01
REQ0000556,POS0000557,BR,Retail,Visual Merchandising,Store Design,Design,IC5,STORE-BR-021,2018-05-20,2018-05-27,2018-06-01,Filled,REC0004,2018-09-04
REQ0000557,POS0000558,BR,Customer,Customer Service,Escalations,Customer Support,IC1,SITE-BR-004,2018-06-18,2018-06-21,2018-06-27,Filled,REC0005,2018-09-08
REQ0000558,POS0000559,BR,Retail,Regional Operations,Region South,Store Operations,M3,STORE-BR-007,2018-01-02,2018-02-02,2018-02-09,Filled,REC0005,2018-09-08
REQ0000559,POS0000560,BR,Retail,Sales,Floor Sales,Sales,IC1,STORE-BR-021,2018-07-11,2018-07-19,2018-07-22,Filled,REC0003,2018-09-13
REQ0000560,POS0000561,BR,Corporate,Procurement,Indirect Procurement,Procurement,IC2,HQ-BR-001,2018-06-15,2018-07-06,2018-07-17,Cancelled,REC0005,
REQ0000561,POS0000562,BR,Retail,Store Operations,Cashier,Store Operations,IC1,STORE-BR-034,2018-08-20,2018-08-22,2018-08-22,Cancelled,REC0003,
REQ0000562,POS0000563,AR,Retail,Visual Merchandising,Store Design,Store Operations,IC3,STORE-AR-001,2018-04-24,2018-05-12,2018-05-22,Cancelled,REC0003,
REQ0000563,POS0000564,BR,Digital,Engineering,Mobile,Software Engineering,M3,HQ-BR-001,2018-05-01,2018-05-29,2018-06-07,Filled,REC0001,2018-10-03
REQ0000564,POS0000565,BR,Digital,E-commerce,Catalog,Software Engineering,M4,HQ-BR-001,2018-01-15,2018-02-14,2018-03-01,Filled,REC0002,2018-10-13
REQ0000565,POS0000566,BR,Supply Chain,Logistics,Transportation,Logistics,IC5,DC-BR-004,2018-04-06,2018-04-13,2018-05-02,Filled,REC0005,2018-10-06
REQ0000566,POS0000567,AR,Retail,Regional Operations,Region Southeast,General Management,IC1,STORE-AR-004,2018-07-30,2018-08-07,2018-08-08,Filled,REC0003,2018-10-02
REQ0000567,POS0000568,BR,Corporate,Finance,Controlling,Finance,M4,HQ-BR-001,2018-04-10,2018-05-19,2018-06-06,Filled,REC0002,2018-10-10
REQ0000568,POS0000569,BR,Digital,E-commerce,Catalog,Product Management,IC3,HQ-BR-001,2018-08-03,2018-08-12,2018-08-18,Filled,REC0003,2018-10-06
REQ0000569,POS0000570,MX,Retail,Visual Merchandising,Merchandising,Design,IC1,STORE-MX-009,2018-08-07,2018-08-14,2018-08-17,Filled,REC0004,2018-10-02
REQ0000570,POS0000571,BR,Retail,Regional Operations,Region North,General Management,IC1,STORE-BR-030,2018-08-26,2018-09-05,2018-09-06,Filled,REC0001,2018-10-07
REQ0000571,POS0000572,BR,Digital,Data,Analytics Engineering,Data,IC1,HQ-BR-001,2018-07-25,2018-08-01,2018-08-08,Filled,REC0005,2018-10-10
REQ0000572,POS0000573,BR,Retail,Store Operations,Store Management,Store Operations,IC1,STORE-BR-026,2018-07-20,2018-08-01,2018-08-04,Filled,REC0001,2018-10-05
REQ0000573,POS0000574,BR,Retail,Sales,Floor Sales,Sales,IC1,STORE-BR-043,2018-08-02,2018-08-12,2018-08-16,Filled,REC0002,2018-10-03
REQ0000574,POS0000575,BR,Retail,Regional Operations,Region South,General Management,IC1,STORE-BR-008,2018-07-19,2018-07-24,2018-07-31,Filled,REC0004,2018-10-10
REQ0000575,POS0000576,BR,Retail,Sales,Key Accounts,Sales,IC1,STORE-BR-016,2018-09-14,2018-09-15,2018-09-23,Filled,REC0005,2018-10-13
REQ0000576,POS0000577,BR,Customer,Customer Experience,Voice of Customer,Customer Support,IC1,SITE-BR-004,2018-08-10,2018-08-18,2018-08-21,Filled,REC0002,2018-10-11
REQ0000577,POS0000578,BR,Digital,Engineering,Backend,Software Engineering,IC1,HQ-BR-001,2018-08-12,2018-08-21,2018-08-21,Cancelled,REC0003,
REQ0000578,POS0000579,BR,Customer,Customer Operations,Order Support,Logistics,IC1,SITE-BR-004,2018-08-29,2018-09-02,2018-09-05,Cancelled,REC0004,
REQ0000579,POS0000580,BR,Retail,Store Operations,Cashier,Store Operations,IC1,STORE-BR-033,2018-09-05,2018-09-09,2018-09-16,Filled,REC0003,2018-11-02
REQ0000580,POS0000581,BR,Customer,Customer Operations,Returns,Customer Support,IC1,SITE-BR-004,2018-08-23,2018-08-31,2018-09-02,Filled,REC0002,2018-11-02
REQ0000581,POS0000582,BR,Retail,Sales,Key Accounts,Sales,IC1,STORE-BR-013,2018-09-05,2018-09-11,2018-09-15,Filled,REC0003,2018-11-11
REQ0000582,POS0000583,BR,Retail,Store Operations,Cashier,Store Operations,IC1,STORE-BR-021,2018-09-07,2018-09-11,2018-09-12,Filled,REC0001,2018-11-04
REQ0000583,POS0000584,BR,Retail,Regional Operations,Region North,Store Operations,IC1,STORE-BR-012,2018-09-16,2018-09-18,2018-09-20,Filled,REC0005,2018-11-10
REQ0000584,POS0000585,BR,Retail,Store Operations,Cashier,Store Operations,IC1,STORE-BR-020,2018-09-11,2018-09-15,2018-09-19,Filled,REC0004,2018-11-06
REQ0000585,POS0000586,BR,Retail,Store Operations,Stockroom,Store Operations,IC1,STORE-BR-038,2018-08-17,2018-08-25,2018-09-01,Filled,REC0004,2018-11-08
REQ0000586,POS0000587,BR,Retail,Visual Merchandising,Store Design,Store Operations,IC1,STORE-BR-041,2018-08-24,2018-08-28,2018-09-04,Filled,REC0003,2018-11-05
REQ0000587,POS0000588,BR,Retail,Visual Merchandising,Merchandising,Store Operations,IC1,STORE-BR-006,2018-09-12,2018-09-15,2018-09-21,Filled,REC0004,2018-11-11
REQ0000588,POS0000589,BR,Retail,Store Operations,Stockroom,Store Operations,IC1,STORE-BR-005,2018-09-11,2018-09-13,2018-09-19,Filled,REC0004,2018-11-12
REQ0000589,POS0000590,AR,Retail,Store Operations,Stockroom,Store Operations,IC1,STORE-AR-005,2018-10-12,2018-10-15,2018-10-23,Filled,REC0005,2018-11-14
REQ0000590,POS0000591,BR,Corporate,Marketing,Brand,Marketing,IC1,HQ-BR-001,2018-10-03,2018-10-12,2018-10-13,Filled,REC0003,2018-11-13
REQ0000591,POS0000592,AR,Retail,Sales,Key Accounts,Sales,IC2,STORE-AR-001,2018-07-13,2018-07-22,2018-07-24,Filled,REC0001,2018-11-07
REQ0000592,POS0000593,AR,Customer,Customer Experience,Voice of Customer,Design,M3,SITE-AR-001,2018-03-04,2018-03-21,2018-03-25,Filled,REC0001,2018-11-01
REQ0000593,POS0000594,BR,Corporate,Finance,Treasury,Finance,IC2,HQ-BR-001,2018-08-09,2018-08-15,2018-08-16,Filled,REC0002,2018-11-06
REQ0000594,POS0000595,BR,Retail,Visual Merchandising,Store Design,Design,IC3,STORE-BR-007,2018-07-19,2018-08-07,2018-08-07,Filled,REC0004,2018-11-04
REQ0000595,POS0000596,BR,Retail,Store Operations,Store Management,Store Operations,IC1,STORE-BR-044,2018-08-19,2018-08-27,2018-08-29,Filled,REC0002,2018-11-01
REQ0000596,POS0000597,BR,Corporate,Marketing,Brand,Marketing,IC1,HQ-BR-001,2018-08-30,2018-09-08,2018-09-14,Filled,REC0004,2018-11-02
REQ0000597,POS0000598,BR,Corporate,Data & Analytics,Business Intelligence,Data,M1,HQ-BR-001,2018-05-07,2018-05-23,2018-05-25,Filled,REC0004,2018-11-05
REQ0000598,POS0000599,BR,Retail,Store Operations,Store Management,Store Operations,M1,STORE-BR-030,2018-06-15,2018-06-21,2018-06-30,Filled,REC0005,2018-11-10
REQ0000599,POS0000600,BR,Corporate,Finance,Controlling,Finance,IC3,HQ-BR-001,2018-07-24,2018-08-02,2018-08-11,Filled,REC0004,2018-11-06
REQ0000600,POS0000601,BR,Retail,Regional Operations,Region South,Store Operations,IC1,STORE-BR-013,2018-08-23,2018-08-25,2018-08-27,Filled,REC0002,2018-11-04
REQ0000601,POS0000602,BR,Supply Chain,Planning,Demand Planning,Logistics,IC1,DC-BR-004,2018-10-01,2018-10-08,2018-10-09,Filled,REC0004,2018-11-10
REQ0000602,POS0000603,BR,Digital,Digital Marketing,Paid Media,Marketing,IC4,HQ-BR-001,2018-07-15,2018-07-20,2018-08-01,Filled,REC0003,2018-11-09
REQ0000603,POS0000604,BR,Retail,Regional Operations,Region North,Store Operations,IC1,STORE-BR-019,2018-09-29,2018-10-05,2018-10-08,Filled,REC0002,2018-11-12
REQ0000604,POS0000605,BR,Retail,Store Operations,Store Management,Store Operations,IC1,STORE-BR-012,2018-10-05,2018-10-15,2018-10-17,Filled,REC0005,2018-11-11
REQ0000605,POS0000606,BR,Supply Chain,Planning,Demand Planning,Data,IC3,DC-BR-002,2018-08-12,2018-08-29,2018-09-10,Filled,REC0001,2018-11-02
REQ0000606,POS0000607,BR,Retail,Store Operations,Store Management,Store Operations,IC1,STORE-BR-002,2018-09-07,2018-09-09,2018-09-13,Filled,REC0003,2018-11-04
REQ0000607,POS0000608,BR,Customer,Customer Experience,Voice of Customer,Design,IC1,SITE-BR-004,2018-09-11,2018-09-13,2018-09-20,Filled,REC0004,2018-11-11
REQ0000608,POS0000609,BR,Retail,Store Operations,Stockroom,Store Operations,IC2,STORE-BR-020,2018-07-28,2018-08-05,2018-08-08,Filled,REC0002,2018-11-12
REQ0000609,POS0000610,BR,Digital,Product,Product Ops,Product Management,IC3,HQ-BR-001,2018-07-31,2018-08-10,2018-08-14,Filled,REC0003,2018-11-01
REQ0000610,POS0000611,BR,Retail,Store Operations,Store Management,Store Operations,IC1,STORE-BR-035,2018-10-06,2018-10-07,2018-10-10,Filled,REC0004,2018-11-13
REQ0000611,POS0000612,BR,Retail,Visual Merchandising,Merchandising,Store Operations,M2,STORE-BR-019,2018-05-07,2018-05-23,2018-06-01,Filled,REC0001,2018-11-10
REQ0000612,POS0000613,BR,Customer,Customer Service,Escalations,Customer Support,IC1,SITE-BR-003,2018-09-11,2018-09-19,2018-09-25,Filled,REC0004,2018-11-13
REQ0000613,POS0000614,BR,Digital,E-commerce,Checkout,Product Management,IC1,HQ-BR-001,2018-09-22,2018-09-26,2018-09-28,Filled,REC0003,2018-11-10
REQ0000614,POS0000615,BR,Corporate,Data & Analytics,Data Governance,Data,IC1,HQ-BR-001,2018-08-19,2018-08-29,2018-09-03,Filled,REC0004,2018-11-13
REQ0000615,POS0000616,BR,Supply Chain,Distribution Centers,Inbound,Warehouse,IC1,DC-BR-004,2018-09-03,2018-09-15,2018-09-19,Filled,REC0003,2018-11-03
REQ0000616,POS0000617,BR,Corporate,Strategy,PMO,Strategy,IC2,HQ-BR-001,2018-06-23,2018-07-14,2018-07-27,Filled,REC0004,2018-11-02
REQ0000617,POS0000618,BR,Retail,Store Operations,Cashier,Store Operations,IC1,STORE-BR-011,2018-08-22,2018-09-02,2018-09-02,Filled,REC0003,2018-11-02
REQ0000618,POS0000619,BR,Retail,Store Operations,Security,Store Operations,IC2,STORE-BR-033,2018-07-17,2018-07-24,2018-08-04,Filled,REC0005,2018-11-05
REQ0000619,POS0000620,BR,Retail,Sales,Key Accounts,Sales,IC2,STORE-BR-022,2018-06-29,2018-07-17,2018-07-30,Filled,REC0005,2018-11-01
REQ0000620,POS0000621,AR,Retail,Store Operations,Store Management,Store Operations,IC1,STORE-AR-009,2018-09-09,2018-09-11,2018-09-14,Filled,REC0003,2018-11-14
REQ0000621,POS0000622,BR,Corporate,People,Compensation & Benefits,People,M1,HQ-BR-001,2018-04-25,2018-05-25,2018-05-31,Filled,REC0004,2018-11-09
REQ0000622,POS0000623,BR,Digital,Engineering,Frontend,Software Engineering,M1,HQ-BR-001,2018-07-26,2018-08-19,2018-08-19,Filled,REC0002,2018-11-03
REQ0000623,POS0000624,BR,Retail,Visual Merchandising,Store Design,Store Operations,IC1,STORE-BR-011,2018-09-06,2018-09-07,2018-09-11,Filled,REC0004,2018-11-07
REQ0000624,POS0000625,BR,Supply Chain,Logistics,Transportation,Logistics,IC2,DC-BR-004,2018-06-30,2018-07-21,2018-08-03,Filled,REC0005,2018-11-11
REQ0000625,POS0000626,CL,Retail,Visual Merchandising,Store Design,Store Operations,IC1,STORE-CL-006,2018-09-12,2018-09-16,2018-09-22,Filled,REC0005,2018-11-10
REQ0000626,POS0000627,BR,Corporate,People,Learning & Development,People,M4,HQ-BR-001,2018-03-02,2018-03-26,2018-04-01,Filled,REC0002,2018-11-11
REQ0000627,POS0000628,BR,Corporate,Risk,Fraud,Risk & Compliance,IC2,HQ-BR-001,2018-07-12,2018-07-28,2018-08-07,Filled,REC0004,2018-11-11
REQ0000628,POS0000629,BR,Retail,Sales,Key Accounts,Sales,M1,STORE-BR-021,2018-06-05,2018-06-21,2018-07-12,Filled,REC0001,2018-11-04
REQ0000629,POS0000630,BR,Customer,Customer Experience,CX Design,Design,IC1,SITE-BR-002,2018-08-24,2018-08-31,2018-09-08,Filled,REC0004,2018-11-06
REQ0000630,POS0000631,BR,Retail,Sales,Key Accounts,Sales,IC1,STORE-BR-026,2018-09-15,2018-09-22,2018-09-24,Filled,REC0002,2018-11-14
REQ0000631,POS0000632,BR,Supply Chain,Planning,Supply Planning,Logistics,IC1,DC-BR-003,2018-09-17,2018-09-19,2018-09-27,Filled,REC0001,2018-11-07
REQ0000632,POS0000633,AR,Customer,Customer Service,Escalations,Customer Support,IC1,SITE-AR-001,2018-08-20,2018-09-01,2018-09-09,Filled,REC0001,2018-11-14
REQ0000633,POS0000634,BR,Corporate,Finance,Controlling,Finance,M1,HQ-BR-001,2018-06-20,2018-06-23,2018-06-27,Filled,REC0005,2018-11-02
REQ0000634,POS0000635,AR,Retail,Sales,Floor Sales,Sales,IC1,STORE-AR-008,2018-08-21,2018-09-02,2018-09-09,Filled,REC0005,2018-11-05
REQ0000635,POS0000636,BR,Retail,Visual Merchandising,Merchandising,Design,IC2,STORE-BR-030,2018-07-30,2018-08-05,2018-08-11,Filled,REC0005,2018-11-10
REQ0000636,POS0000637,BR,Supply Chain,Planning,Demand Planning,Logistics,IC1,DC-BR-002,2018-10-02,2018-10-13,2018-10-16,Filled,REC0001,2018-11-11
REQ0000637,POS0000638,BR,Supply Chain,Logistics,Transportation,Logistics,IC1,DC-BR-003,2018-09-06,2018-09-08,2018-09-11,Filled,REC0001,2018-11-07
REQ0000638,POS0000639,BR,Corporate,Finance,Treasury,Finance,M2,HQ-BR-001,2018-04-08,2018-04-29,2018-05-02,Filled,REC0002,2018-11-03
REQ0000639,POS0000640,BR,Customer,Customer Operations,Returns,Logistics,IC3,SITE-BR-001,2018-07-29,2018-08-19,2018-08-22,Filled,REC0001,2018-11-01
REQ0000640,POS0000641,AR,Customer,Customer Operations,Order Support,Customer Support,IC2,SITE-AR-001,2018-07-22,2018-07-27,2018-08-09,Cancelled,REC0001,
REQ0000641,POS0000642,BR,Retail,Sales,Floor Sales,Sales,IC1,STORE-BR-042,2018-09-18,2018-09-24,2018-09-25,Cancelled,REC0005,
